

           BASED ON NAD83 (June90 or NMIP94) DATUM           AUG. 6, 1997
         -------------------------------------------
       -  all co-ordinates are in UTM zone 14 unless otherwise stated.
       -  all co-ordinates are NAD83 (June90) unless otherwise stated.
                                                       UTM CO-ORDINATES
       STATION    LOCATION         ZONE  NAD83      EASTING        NORTHING
       7006641      WPG             14   JUNE90    637944.495     5525629.424
       7006642      WPG             14   JUNE90    637391.512     5525500.973
       7006643      WPG             14   JUNE90    637381.240     5526052.033
       7006644      WPG             14   JUNE90    637406.224     5526028.265
       7006645      WPG             14   JUNE90    637907.684     5526320.434
       7006646      WPG             14   JUNE90    637887.640     5526319.782
       7006647      WPG             14   JUNE90    638424.228     5526341.495
       7006648      WPG             14   JUNE90    637034.237     5526018.532
       7006649      WPG             14   JUNE90    637036.616     5526011.938
       7006650      WPG             14   JUNE90    637045.625     5525986.808
       7006651      WPG             14   JUNE90    637021.471     5526053.927
       7006652      WPG             14   JUNE90    636998.789     5526039.847
       7006653      WPG             14   JUNE90    637013.461     5525999.085
       7006654      WPG             14   JUNE90    637005.962     5526019.919
       7006655      WPG             14   JUNE90    637894.796     5526065.603
       7006656      WPG             14   JUNE90    637184.675     5524595.342
       7006657      WPG             14   JUNE90    637397.706     5524487.548
       7006658      WPG             14   JUNE90    637433.279     5524469.659
       7006659      WPG             14   JUNE90    637315.424     5525504.916
       7006660      WPG             14   JUNE90    637331.788     5525484.884
       7006661      WPG             14   JUNE90    637167.667     5525647.893
       7006662      WPG             14   JUNE90    637185.133     5525614.283
       7006663      WPG             14   JUNE90    637179.873     5525575.660
       7006664      WPG             14   JUNE90    637235.102     5525520.825
       7006665      WPG             14   JUNE90    638508.691     5526059.828
       7006666      WPG             14   JUNE90    639232.073     5525291.628
       7006667      WPG             14   JUNE90    640147.168     5524608.580
       7006668      WPG             14   JUNE90    640052.642     5524583.450
       7006669      WPG             14   JUNE90    640198.124     5522875.865
       7006670      WPG             14   JUNE90    640197.275     5522906.634
       7006671      WPG             14   JUNE90    640264.321     5524486.905
       7006672      WPG             14   JUNE90    641412.550     5524517.181
       7006673      WPG             14   JUNE90    641859.539     5523547.751
       7006674      WPG             14   JUNE90    641838.946     5523560.478
       7006675      WPG             14   JUNE90    641840.445     5523510.225
       7006676      WPG             14   JUNE90    641878.401     5522869.532
       7006677      WPG             14   JUNE90    637601.043     5521977.561
       7006678      WPG             14   JUNE90    637683.447     5521955.784
       7006679      WPG             14   JUNE90    638653.258     5521698.179
       7006680      WPG             14   JUNE90    638698.196     5521662.864
       7006681      WPG             14   JUNE90    638661.503     5521675.408
       7006682      WPG             14   JUNE90    639611.117     5517381.379
       7006683      WPG             14   JUNE90    639608.027     5517387.621
       7006684      WPG             14   JUNE90    639620.011     5517363.435
       7006685      WPG             14   JUNE90    637988.213     5516494.219
       7006686      WPG             14   JUNE90    637916.575     5516452.796
       7006687      WPG             14   JUNE90    635015.984     5515951.750
       7006688      WPG             14   JUNE90    634981.490     5515753.897
       7006689      WPG             14   JUNE90    634768.666     5514708.285
       7006690      WPG             14   JUNE90    634802.536     5514727.196
       7006691      WPG             14   JUNE90    641262.605     5524055.806
       7006692      WPG             14   JUNE90    643487.232     5522911.015
       7006693      WPG             14   JUNE90    636482.942     5513811.794
       7006694      WPG             14   JUNE90    636520.978     5513743.354
       7006695      WPG             14   JUNE90    636580.604     5513636.005
       7006696      WPG             14   JUNE90    635442.670     5514016.081
       7006697      WPG             14   JUNE90    635587.176     5514096.557
       7006698      WPG             14   JUNE90    641006.560     5524530.512
       7006699      WPG             14   JUNE90    641007.213     5524506.469
       7006700      WPG             14   JUNE90    641043.838     5524531.476
       7006701      WPG             14   JUNE90    643370.711     5524279.790
       7006702      WPG             14   JUNE90    643422.383     5524235.123
       7006703      WPG             14   JUNE90    644732.318     5522969.576
       7006704      WPG             14   JUNE90    645190.434     5520782.054
       7006706      WPG             14   JUNE90    643589.768     5519714.850
       7006707      WPG             14   JUNE90    643623.842     5519739.595
       7006708      WPG             14   JUNE90    643627.048     5519672.244
       7006709      WPG             14   JUNE90    643597.779     5519651.969
       7006710      WPG             14   JUNE90    643598.474     5519635.479
       7006711      WPG             14   JUNE90    643570.199     5519634.724
       7006712      WPG             14   JUNE90    641924.361     5521231.836
       7006713      WPG             14   JUNE90    641857.771     5522889.102
       7006714      WPG             14   JUNE90    641877.672     5522895.718
       7006715      WPG             14   JUNE90    641055.803     5522787.038
       7006716      WPG             14   JUNE90    641053.518     5522868.114
